docno,text,education,company,title,period,qid,score
180,"A part-time bootcamp focusing on machine learning and deep learning. The curriculum covered from basic linear regression model to latest neural network model. We did several Kaggle competition to practice implementing and tuning model. In the final project, we adopt keras and built a mode to predict the interval of stock price.","[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]",AiAcademy,台灣人工智慧學校,Jul 2019 – Nov 2019,1,-1
181,Tixguru inc. is a startup company providing online automated trading service.,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]",Tixguru,Data Engineer,Aug 2018 – Dec 2018,1,-1
182,* Create financial database and develop trading strategy from scratch,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]",Tixguru,Data Engineer,Aug 2018 – Dec 2018,1,1
183,- Get Market Data via python web scraping library,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]",Tixguru,Data Engineer,Aug 2018 – Dec 2018,1,-1
184,- Design an automatic data pipeline to load raw data into database,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]",Tixguru,Data Engineer,Aug 2018 – Dec 2018,1,1
185,- Write scripts to schedule tasks on GCP,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]",Tixguru,Data Engineer,Aug 2018 – Dec 2018,1,-1
186,- Design back testing code,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]",Tixguru,Data Engineer,Aug 2018 – Dec 2018,1,-1
187,- Build dashboard via Elasticsearch & Kibana,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]",Tixguru,Data Engineer,Aug 2018 – Dec 2018,1,-1
188,A full-time bootcamp focusing on fundamentals of computer science and hands-on practice of data engineering / analysis.,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]",中壢資策會,Big Data 資料分析師養成班,Mar 2018 – Aug 2018,1,-1
189,"The curriculum includes Linux, SQL, Java, Python, Javascript, Data Analysis, Machine Learning, Data Visualization. In the final project, we leveraged the skills above and build an online platform to evaluate reasonable house prices of certain area and provide analytic report and visualization.","[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]",中壢資策會,Big Data 資料分析師養成班,Mar 2018 – Aug 2018,1,2
190,91 APP is an e-commerce solution provider that allows anyone to set up an online store on web/APP.,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]","91APP, Inc.",Product Specialist,Jan 2017 – Mar 2018,1,-1
191,"* Leverage the company's product or solution (e-commerce platform services including website, app, in-store integration software, payment, customized marketing function) to enhance clients' revenue","[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]","91APP, Inc.",Product Specialist,Jan 2017 – Mar 2018,1,-1
192,- Analyze sales data of clients to find composition of customer group,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]","91APP, Inc.",Product Specialist,Jan 2017 – Mar 2018,1,-1
193,- Discuss with clients to find pain points,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]","91APP, Inc.",Product Specialist,Jan 2017 – Mar 2018,1,-1
194,- Recommend multiple marketing solution for clients in accordance with their customer segmentation,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]","91APP, Inc.",Product Specialist,Jan 2017 – Mar 2018,1,-1
195,- Design A/B testing to optimize marketing strategy,"[{""school"": ""university of wisconsin-madison"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2010 \u2013 2015""}]","91APP, Inc.",Product Specialist,Jan 2017 – Mar 2018,1,-1
196,"• Work with OS and device driver vendors in Taiwan, China, India and other global offices to develop, debug and handle system software issues by analyzing dump files and using programming tool to change configuration settings for major notebook manufacturing clients, such as Lenovo","[{""school"": ""University of Southern California"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""Czech Technical University in Prague"", ""degree"": ""Exchange student"", ""major"": ""Industrial Engineering"", ""period"": ""2018 \u2013 2018""}, {""school"": ""National Taipei University of Technology"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Industrial Engineering"", ""period"": ""2014 \u2013 2018""}]",Wistron Full-time,Software Engineer,Aug 2019 – May 2021,1,-1
197,• Utilized ASP.Net and MySQL to support Cloud-based Enterprise Resource Planning (ERP) system development,"[{""school"": ""University of Southern California"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""Czech Technical University in Prague"", ""degree"": ""Exchange student"", ""major"": ""Industrial Engineering"", ""period"": ""2018 \u2013 2018""}, {""school"": ""National Taipei University of Technology"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Industrial Engineering"", ""period"": ""2014 \u2013 2018""}]",TopOne Information Full-time,Software Developer,Jul 2018 – Jul 2019,1,2
198,"• Worked with UI/UX designers to redesign and improve user experience for Web-based ERP systems by unifying the buttons, layout and UI flow across each function","[{""school"": ""University of Southern California"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""Czech Technical University in Prague"", ""degree"": ""Exchange student"", ""major"": ""Industrial Engineering"", ""period"": ""2018 \u2013 2018""}, {""school"": ""National Taipei University of Technology"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Industrial Engineering"", ""period"": ""2014 \u2013 2018""}]",TopOne Information Full-time,Software Developer,Jul 2018 – Jul 2019,1,-1
199,"• Reports Creation – Retrieved data and created clear and effective reports, including quotes, customer orders, stock tracking, BOM lists, etc. for client needs in different industries","[{""school"": ""University of Southern California"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""Czech Technical University in Prague"", ""degree"": ""Exchange student"", ""major"": ""Industrial Engineering"", ""period"": ""2018 \u2013 2018""}, {""school"": ""National Taipei University of Technology"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Industrial Engineering"", ""period"": ""2014 \u2013 2018""}]",TopOne Information Full-time,Software Developer,Jul 2018 – Jul 2019,1,-1
200,Assisted professor with curriculum and course planning; compiled literature that best support learning materials and topics,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""University of Maryland"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Electrical Engineering"", ""period"": ""2017 \u2013 2021""}]",University of Maryland - A. James Clark School of Engineering Part-time,ECE Undergraduate Teaching Assistant,Jan 2021 – May 2021,1,-1
201,"Led students' recitation and lab sessions, while holding office hours to help reinforce topics delivered during lecture","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""University of Maryland"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Electrical Engineering"", ""period"": ""2017 \u2013 2021""}]",University of Maryland - A. James Clark School of Engineering Part-time,ECE Undergraduate Teaching Assistant,Jan 2021 – May 2021,1,-1
202,Conducted evaluation of students' exams and assignments,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""University of Maryland"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Electrical Engineering"", ""period"": ""2017 \u2013 2021""}]",University of Maryland - A. James Clark School of Engineering Part-time,ECE Undergraduate Teaching Assistant,Jan 2021 – May 2021,1,-1
203,Created web crawlers through Python library Scrapy and BeautifulSoup to extract data (40K+ entries) from Discourse Forums,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""University of Maryland"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Electrical Engineering"", ""period"": ""2017 \u2013 2021""}]",STEM-Away Internship,Machine Learning Engineer Intern,Jun 2020 – Aug 2020,1,-1
204,"Managed project for data cleaning and reconciliation, as well as analyzing data using Python library Pandas and Numpy","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""University of Maryland"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Electrical Engineering"", ""period"": ""2017 \u2013 2021""}]",STEM-Away Internship,Machine Learning Engineer Intern,Jun 2020 – Aug 2020,1,-1
205,Collaborated with a partner to develop forum classifier using BERT and Word2Vec Natural Language Processing models to predict forum for the given posts,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""University of Maryland"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Electrical Engineering"", ""period"": ""2017 \u2013 2021""}]",STEM-Away Internship,Machine Learning Engineer Intern,Jun 2020 – Aug 2020,1,-1
206,* Performing scrum rituals on a day to day bases such as standups and planning meetings,"[{""school"": ""University of Washington"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2022""}, {""school"": ""CodePath"", ""degree"": ""Technical Interview Prep Course"", ""major"": null, ""period"": ""2021 \u2013 2021""}, {""school"": ""South Seattle College"", ""degree"": ""Associate's degree"", ""major"": null, ""period"": ""2017 \u2013 2018""}]",Pierce County Internship,Software Engineer Intern,Aug 2021 – Present,1,-1
207,* Developing features on a product used by 1000s of people around Pierce County to help understand the housing,"[{""school"": ""University of Washington"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2022""}, {""school"": ""CodePath"", ""degree"": ""Technical Interview Prep Course"", ""major"": null, ""period"": ""2021 \u2013 2021""}, {""school"": ""South Seattle College"", ""degree"": ""Associate's degree"", ""major"": null, ""period"": ""2017 \u2013 2018""}]",Pierce County Internship,Software Engineer Intern,Aug 2021 – Present,1,-1
208,"* Utilizing Java and JavaScript to fix bugs, develop features, and push hotfixes on core products","[{""school"": ""University of Washington"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2022""}, {""school"": ""CodePath"", ""degree"": ""Technical Interview Prep Course"", ""major"": null, ""period"": ""2021 \u2013 2021""}, {""school"": ""South Seattle College"", ""degree"": ""Associate's degree"", ""major"": null, ""period"": ""2017 \u2013 2018""}]",Pierce County Internship,Software Engineer Intern,Aug 2021 – Present,1,-1
209,* Assisted senior engineers and managers in developing plans for future development of products,"[{""school"": ""University of Washington"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2022""}, {""school"": ""CodePath"", ""degree"": ""Technical Interview Prep Course"", ""major"": null, ""period"": ""2021 \u2013 2021""}, {""school"": ""South Seattle College"", ""degree"": ""Associate's degree"", ""major"": null, ""period"": ""2017 \u2013 2018""}]",Pierce County Internship,Software Engineer Intern,Aug 2021 – Present,1,-1
210,* Worked with the instructor to develop a strategy and structure of how grades should be processed and handled,"[{""school"": ""University of Washington"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2022""}, {""school"": ""CodePath"", ""degree"": ""Technical Interview Prep Course"", ""major"": null, ""period"": ""2021 \u2013 2021""}, {""school"": ""South Seattle College"", ""degree"": ""Associate's degree"", ""major"": null, ""period"": ""2017 \u2013 2018""}]",University of Washington,Computer Science Grader,Jan 2021 – Mar 2021,1,-1
211,* Developed test scripts using Python to reduce grading time by 50% of the time it took,"[{""school"": ""University of Washington"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2022""}, {""school"": ""CodePath"", ""degree"": ""Technical Interview Prep Course"", ""major"": null, ""period"": ""2021 \u2013 2021""}, {""school"": ""South Seattle College"", ""degree"": ""Associate's degree"", ""major"": null, ""period"": ""2017 \u2013 2018""}]",University of Washington,Computer Science Grader,Jan 2021 – Mar 2021,1,-1
212,* Provided advice to dozens of students to help them succeed in the Programing courses,"[{""school"": ""University of Washington"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2022""}, {""school"": ""CodePath"", ""degree"": ""Technical Interview Prep Course"", ""major"": null, ""period"": ""2021 \u2013 2021""}, {""school"": ""South Seattle College"", ""degree"": ""Associate's degree"", ""major"": null, ""period"": ""2017 \u2013 2018""}]",University of Washington,Computer Science Grader,Jan 2021 – Mar 2021,1,-1
213,* Looked through hundreds of C assignments to review and grade,"[{""school"": ""University of Washington"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2022""}, {""school"": ""CodePath"", ""degree"": ""Technical Interview Prep Course"", ""major"": null, ""period"": ""2021 \u2013 2021""}, {""school"": ""South Seattle College"", ""degree"": ""Associate's degree"", ""major"": null, ""period"": ""2017 \u2013 2018""}]",University of Washington,Computer Science Grader,Jan 2021 – Mar 2021,1,-1
214,• Designed three repair recommendations that could help 40K+ advertisers locate and fix issues,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information System Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science"", ""period"": ""2016 \u2013 2020""}]",Microsoft Full-time,Software Engineer/Program Manager Intern,Jul 2020 – Jul 2021,1,-1
215,• Constructed evaluation (Python) to measure quality of audience suggestion service; identified two metrics to be improved,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information System Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science"", ""period"": ""2016 \u2013 2020""}]",Microsoft Full-time,Software Engineer/Program Manager Intern,Jul 2020 – Jul 2021,1,-1
216,"• Cooperated with engineers and PMs to design image recommendation feature; analyzed relationship between image usage and ad performance using TB level data (SQL, C#)","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information System Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science"", ""period"": ""2016 \u2013 2020""}]",Microsoft Full-time,Software Engineer/Program Manager Intern,Jul 2020 – Jul 2021,1,2
217,• Performed data analysis to identify cause of performance issue for 10+ customers; formulated SOP to increase work efficiency,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information System Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science"", ""period"": ""2016 \u2013 2020""}]",Microsoft Full-time,Software Engineer/Program Manager Intern,Jul 2020 – Jul 2021,1,-1
218,• Composed spec to support two new bidding strategies in planning tool; collaborated with designer and multiple stakeholders,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information System Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science"", ""period"": ""2016 \u2013 2020""}]",Microsoft Full-time,Software Engineer/Program Manager Intern,Jul 2020 – Jul 2021,1,-1
219,• Created dashboards (PowerBI) to monitor demand health and performance of each market; built data pipelines to acquire needed information; documented source and process,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information System Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science"", ""period"": ""2016 \u2013 2020""}]",Microsoft Full-time,Software Engineer/Program Manager Intern,Jul 2020 – Jul 2021,1,-1
220,"• Designed and developed the frontend (Angular, Typescript, CSS) of administration console.","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information System Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science"", ""period"": ""2016 \u2013 2020""}]",Hewlett Packard Enterprise Internship,Software Developer Intern,Jul 2019 – Jun 2020,1,-1
221,"• Established a single entry-point for cluster management which provides information including server settings, storage size, disk status, and diagnosis messages.","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information System Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science"", ""period"": ""2016 \u2013 2020""}]",Hewlett Packard Enterprise Internship,Software Developer Intern,Jul 2019 – Jun 2020,1,-1
222,• Accumulated more than 5000 downloads since it was first released in March of 2020.,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information System Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science"", ""period"": ""2016 \u2013 2020""}]",Hewlett Packard Enterprise Internship,Software Developer Intern,Jul 2019 – Jun 2020,1,-1
223,"• Implemented discriminative autoencoder (DcAE) on Kaldi by modifying nnet3 and chain library (Bash, Python, C++), reducing the error rate of speech recognition by 3~10% on Mandarin and English corpora. This work is later published in Interspeech2019.","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information System Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science"", ""period"": ""2016 \u2013 2020""}]","Institute of Information Science, Academia Sinica Part-time",Research Assistant,Jul 2018 – Jun 2020,1,-1
224,• Revamped discriminative autoencoder for robust speech recognition and achieved 3~15% error rate reduction on noisy data.,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information System Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science"", ""period"": ""2016 \u2013 2020""}]","Institute of Information Science, Academia Sinica Part-time",Research Assistant,Jul 2018 – Jun 2020,1,-1
225," Implemented list components including “my schedule”, “team schedule”","[{""school"": ""University of California, Davis"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2020""}, {""school"": ""College of San Mateo"", ""degree"": ""Associate of Science - AS"", ""major"": ""Computer and Information Science"", ""period"": ""2016 \u2013 2018""}, {""school"": ""Cambridge High School, New Zealand"", ""degree"": null, ""major"": null, ""period"": ""2014 \u2013 2015""}]",China Mobile International Limited,Software Development Engineer Intern,May 2018 – Sep 2018,1,-1
226,"and “my friends” and built relative features such as create/delete event, edit","[{""school"": ""University of California, Davis"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2020""}, {""school"": ""College of San Mateo"", ""degree"": ""Associate of Science - AS"", ""major"": ""Computer and Information Science"", ""period"": ""2016 \u2013 2018""}, {""school"": ""Cambridge High School, New Zealand"", ""degree"": null, ""major"": null, ""period"": ""2014 \u2013 2015""}]",China Mobile International Limited,Software Development Engineer Intern,May 2018 – Sep 2018,1,-1
227,event and view event for Feixin mobile app (available on App Store),"[{""school"": ""University of California, Davis"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2020""}, {""school"": ""College of San Mateo"", ""degree"": ""Associate of Science - AS"", ""major"": ""Computer and Information Science"", ""period"": ""2016 \u2013 2018""}, {""school"": ""Cambridge High School, New Zealand"", ""degree"": null, ""major"": null, ""period"": ""2014 \u2013 2015""}]",China Mobile International Limited,Software Development Engineer Intern,May 2018 – Sep 2018,1,-1
228, Improved the response speed of search and filtering by 10% using ES6 and,"[{""school"": ""University of California, Davis"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2020""}, {""school"": ""College of San Mateo"", ""degree"": ""Associate of Science - AS"", ""major"": ""Computer and Information Science"", ""period"": ""2016 \u2013 2018""}, {""school"": ""Cambridge High School, New Zealand"", ""degree"": null, ""major"": null, ""period"": ""2014 \u2013 2015""}]",China Mobile International Limited,Software Development Engineer Intern,May 2018 – Sep 2018,1,-1
229,"ES7 JavaScript features including filter, class and asynchronous","[{""school"": ""University of California, Davis"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2020""}, {""school"": ""College of San Mateo"", ""degree"": ""Associate of Science - AS"", ""major"": ""Computer and Information Science"", ""period"": ""2016 \u2013 2018""}, {""school"": ""Cambridge High School, New Zealand"", ""degree"": null, ""major"": null, ""period"": ""2014 \u2013 2015""}]",China Mobile International Limited,Software Development Engineer Intern,May 2018 – Sep 2018,1,-1
230, Developed a good understanding of workflow cooperating with the coworkers on the Development team,"[{""school"": ""University of California, Davis"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Computer Science"", ""period"": ""2018 \u2013 2020""}, {""school"": ""College of San Mateo"", ""degree"": ""Associate of Science - AS"", ""major"": ""Computer and Information Science"", ""period"": ""2016 \u2013 2018""}, {""school"": ""Cambridge High School, New Zealand"", ""degree"": null, ""major"": null, ""period"": ""2014 \u2013 2015""}]",China Mobile International Limited,Software Development Engineer Intern,May 2018 – Sep 2018,1,-1
231,"InfoVis Lab, Sanghani Center for Artificial Intelligence and Data Analytics","[{""school"": ""Virginia Tech"", ""degree"": ""Master's degree"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2022""}, {""school"": ""University of Maryland"", ""degree"": ""Master's degree"", ""major"": ""Business Analytics"", ""period"": ""2018 \u2013 2019""}, {""school"": ""Capital University of Medical Sciences"", ""degree"": ""Bachelor's degree"", ""major"": ""Public Health"", ""period"": ""2014 \u2013 2018""}]",Virginia Tech College of Engineering,Research Asistant,May 2021 – Present,1,-1
232,"• Performed ETL on clinical data, integrated data from internal clinical databases(Oracle, Teradata, and MySQL) and external data sources (CSV and outsourced databases), developed and maintained an online Intelligent Medical Review Platform which digitize the central monitoring tools, data validation processes","[{""school"": ""Virginia Tech"", ""degree"": ""Master's degree"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2022""}, {""school"": ""University of Maryland"", ""degree"": ""Master's degree"", ""major"": ""Business Analytics"", ""period"": ""2018 \u2013 2019""}, {""school"": ""Capital University of Medical Sciences"", ""degree"": ""Bachelor's degree"", ""major"": ""Public Health"", ""period"": ""2014 \u2013 2018""}]",Sanofi,Data Analyst,Apr 2020 – Jan 2021,1,2
233,"• Visualized the results of the analysis, created dashboard with interactive visualization designs using Vega (https://vega.github.io/vega/).","[{""school"": ""Virginia Tech"", ""degree"": ""Master's degree"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2022""}, {""school"": ""University of Maryland"", ""degree"": ""Master's degree"", ""major"": ""Business Analytics"", ""period"": ""2018 \u2013 2019""}, {""school"": ""Capital University of Medical Sciences"", ""degree"": ""Bachelor's degree"", ""major"": ""Public Health"", ""period"": ""2014 \u2013 2018""}]",Sanofi,Data Analyst,Apr 2020 – Jan 2021,1,-1
234,"• Developed a ""Patient Pro
 le Generator"" utilizing Jinja2 and Observer Pattern","[{""school"": ""Virginia Tech"", ""degree"": ""Master's degree"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2022""}, {""school"": ""University of Maryland"", ""degree"": ""Master's degree"", ""major"": ""Business Analytics"", ""period"": ""2018 \u2013 2019""}, {""school"": ""Capital University of Medical Sciences"", ""degree"": ""Bachelor's degree"", ""major"": ""Public Health"", ""period"": ""2014 \u2013 2018""}]",Sanofi,Data Analyst,Apr 2020 – Jan 2021,1,-1
235,"• Work with Inovalon, a leading provider of cloud-based platforms empowering data-driven healthcare, on predictive modeling projects, utilize history data to predict important outcome in healthcare field like pharmacy storage, patients cost, etc.","[{""school"": ""Virginia Tech"", ""degree"": ""Master's degree"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2022""}, {""school"": ""University of Maryland"", ""degree"": ""Master's degree"", ""major"": ""Business Analytics"", ""period"": ""2018 \u2013 2019""}, {""school"": ""Capital University of Medical Sciences"", ""degree"": ""Bachelor's degree"", ""major"": ""Public Health"", ""period"": ""2014 \u2013 2018""}]",Center for Health Information & Decision Systems (CHIDS),Research Assistant,Aug 2019 – Jan 2020,1,-1
